H  1 6562.80A,H  1 4861.32A,H  1 4340.46A,H  1 4101.73A,He 2 1640.41A,He 2 4685.68A,O  1 6300.30A,O  1 6363.78A,O  1 63.1679m,O  1 145.495m,O  2 3726.03A,O  2 3728.81A,O  3 1660.81A,O  3 1666.15A,O  3 4363.21A,O  3 4958.91A,O  3 5006.84A,O  3 51.8004m,O  3 88.3323m,Ne 3 3868.76A,Ne 3 3967.47A,C  2 157.636m,C  3 1906.68A,C  3 1908.73A,C  4 1548.19A,C  4 1550.78A,N  2 6548.05A,N  2 6583.45A,S  2 6716.44A,S  2 6730.82A,S  3 9068.62A,S  3 9530.62A,U,rho,metal,ssp type,age
2.7539,1.0,0.47752,0.26402,0.009609,0.0010583,0.0024115,0.00077032,0.00061935,5.929e-05,0.077621,0.10611,0.063826,0.18709,0.10231,1.5888,4.7402,0.45508,0.5083,0.27691,0.084047,0.0015723,0.67774,0.44406,0.18298,0.11821,0.0084442,0.024892,0.015557,0.0118,0.089246,0.22418,-1.0,2.0,0.002,binary,5.0
2.7453,1.0,0.47812,0.26427,0.012555,0.0013305,0.0018794,0.00060035,0.00047466,4.5319e-05,0.056216,0.076891,0.074589,0.21881,0.11531,1.7014,5.0761,0.47137,0.50607,0.29833,0.090548,0.001132,0.70495,0.4604,0.2293,0.14103,0.0061819,0.018223,0.012007,0.0091058,0.073316,0.18417,-0.5,2.0,0.002,binary,5.0
2.8173,1.0,0.47382,0.26105,0.0031444,0.00041866,0.070357,0.022475,0.029155,0.0027072,0.77348,0.90574,0.00010184,0.00029823,0.0003105,0.011451,0.034165,0.0066324,0.0051269,0.018617,0.0056505,0.022902,0.022188,0.014813,5.322e-06,3.3455e-06,0.13619,0.40147,0.27971,0.24245,0.030007,0.075375,-4.0,2.5,0.002,binary,5.0
2.8086,1.0,0.47455,0.26111,0.0048623,0.00063527,0.036746,0.011738,0.012446,0.0011532,0.97264,1.1303,0.0014915,0.0043678,0.003766,0.10743,0.32054,0.049834,0.037915,0.052275,0.015866,0.012302,0.081179,0.05404,0.00019253,0.00012878,0.138,0.40679,0.19569,0.1721,0.062194,0.15623,-3.5,2.5,0.002,binary,5.0
2.797,1.0,0.47527,0.26143,0.0055779,0.00071248,0.017331,0.0055363,0.0051281,0.00047451,0.78137,0.90884,0.010079,0.029516,0.021703,0.49927,1.4896,0.19294,0.14656,0.11293,0.034277,0.0060561,0.21457,0.14241,0.0036041,0.0027488,0.089837,0.26482,0.11165,0.098512,0.099416,0.24973,-3.0,2.5,0.002,binary,5.0
2.7837,1.0,0.47588,0.26214,0.0060556,0.00074976,0.0079455,0.0025381,0.0021629,0.00019975,0.3897,0.45484,0.027273,0.07988,0.051773,1.0051,2.9987,0.3371,0.25496,0.18032,0.054729,0.0027117,0.40579,0.26854,0.02236,0.016093,0.040673,0.1199,0.054821,0.048305,0.12388,0.31118,-2.5,2.5,0.002,binary,5.0
2.7705,1.0,0.47649,0.26308,0.0068243,0.00080923,0.003903,0.0012468,0.0010007,9.1996e-05,0.16855,0.19742,0.045639,0.13372,0.078988,1.3555,4.0442,0.41116,0.3055,0.23376,0.070949,0.001199,0.58393,0.38534,0.085012,0.053413,0.017269,0.050904,0.025822,0.022691,0.12302,0.30902,-2.0,2.5,0.002,binary,5.0
2.758,1.0,0.47728,0.26396,0.0083132,0.00093807,0.0022353,0.00071406,0.00055124,5.0308e-05,0.082064,0.096383,0.061475,0.18027,0.099737,1.5699,4.6839,0.44495,0.31854,0.27121,0.082318,0.00059393,0.68737,0.4524,0.16053,0.10723,0.0084617,0.024943,0.013592,0.011916,0.099503,0.24995,-1.5,2.5,0.002,binary,5.0
2.7456,1.0,0.47807,0.26456,0.011181,0.0012039,0.0015047,0.00048066,0.00036369,3.2923e-05,0.048953,0.057607,0.075639,0.22213,0.11699,1.7212,5.1354,0.46288,0.31466,0.29986,0.091013,0.00035231,0.71673,0.47054,0.22944,0.14025,0.0051265,0.015112,0.0087739,0.007682,0.072367,0.18178,-1.0,2.5,0.002,binary,5.0
2.7343,1.0,0.47903,0.26507,0.016517,0.0017047,0.0011333,0.00036202,0.00027135,2.4372e-05,0.03404,0.040114,0.090395,0.26601,0.13401,1.8532,5.5293,0.47446,0.30501,0.32599,0.098942,0.00024319,0.71146,0.46594,0.30496,0.17413,0.0036412,0.010734,0.0066315,0.0058046,0.052435,0.13171,-0.5,2.5,0.002,binary,5.0
2.8182,1.0,0.47383,0.26096,0.0031565,0.00042018,0.070959,0.022667,0.027088,0.0023045,0.81814,0.70886,0.00010543,0.00030876,0.00032097,0.011697,0.0349,0.005477,0.0021405,0.018832,0.0057159,0.0085803,0.02275,0.015369,5.5099e-06,3.4532e-06,0.13802,0.40685,0.21881,0.24648,0.03073,0.077192,-4.0,3.0,0.002,binary,5.0
2.8093,1.0,0.47456,0.26103,0.0048786,0.00063724,0.03696,0.011807,0.011436,0.00096564,1.0225,0.87487,0.0015404,0.0045111,0.0038873,0.10976,0.32747,0.041001,0.015761,0.05285,0.016041,0.0044022,0.082814,0.055821,0.00019909,0.00013287,0.13955,0.41137,0.1497,0.17296,0.063583,0.15972,-3.5,3.0,0.002,binary,5.0
2.7975,1.0,0.47529,0.26138,0.0055969,0.00071466,0.017325,0.0055344,0.0046578,0.00039112,0.81375,0.69747,0.010411,0.030491,0.022405,0.51048,1.5231,0.15924,0.061346,0.1143,0.034692,0.0020938,0.21834,0.14674,0.0037437,0.0028523,0.090187,0.26585,0.084097,0.097753,0.10148,0.25491,-3.0,3.0,0.002,binary,5.0
2.7839,1.0,0.47592,0.26211,0.0060859,0.00075282,0.0077559,0.0024776,0.0019031,0.00015865,0.39471,0.34043,0.028293,0.082863,0.053608,1.0298,3.0724,0.27893,0.10785,0.18307,0.055564,0.00090069,0.4138,0.2773,0.023761,0.016911,0.039699,0.11703,0.040288,0.046738,0.12625,0.31714,-2.5,3.0,0.002,binary,5.0
2.7701,1.0,0.47658,0.26312,0.0069082,0.0008166,0.0035553,0.0011357,0.00081297,6.6821e-05,0.15873,0.13776,0.048053,0.14077,0.08263,1.3961,4.1653,0.33959,0.13088,0.23905,0.072555,0.00036826,0.6003,0.40123,0.093562,0.058871,0.0156,0.045986,0.017816,0.020583,0.12398,0.31142,-2.0,3.0,0.002,binary,5.0
2.756,1.0,0.47751,0.26415,0.0086443,0.00096742,0.0017904,0.00057192,0.00039141,3.1487e-05,0.068129,0.059417,0.066317,0.19439,0.10619,1.6307,4.8652,0.36418,0.13818,0.28049,0.085134,0.0001592,0.70755,0.47207,0.17654,0.11753,0.0066858,0.019709,0.0083191,0.0095762,0.094805,0.23814,-1.5,3.0,0.002,binary,5.0
2.7411,1.0,0.47856,0.26502,0.01242,0.001319,0.0010537,0.00033658,0.00022662,1.7834e-05,0.035607,0.031151,0.083957,0.24632,0.12712,1.8047,5.3843,0.37243,0.13747,0.31391,0.095278,8.1845e-05,0.71768,0.47831,0.26696,0.15422,0.0035383,0.01043,0.0047548,0.0054651,0.060996,0.15322,-1.0,3.0,0.002,binary,5.0
2.727,1.0,0.48001,0.26601,0.020428,0.0020733,0.00073193,0.00023381,0.00015655,1.2125e-05,0.022674,0.019879,0.10286,0.30206,0.14814,1.9564,5.8369,0.37329,0.13353,0.3445,0.10456,5.186e-05,0.66802,0.44483,0.37117,0.20191,0.0023191,0.0068363,0.0033426,0.0038413,0.038274,0.096142,-0.5,3.0,0.002,binary,5.0
2.8118,1.0,0.47434,0.26258,0.0059961,0.00079142,0.1012,0.032326,0.048509,0.0047173,0.91352,1.3541,0.00010516,0.00030796,0.00035288,0.014945,0.04459,0.0093282,0.015996,0.024801,0.0075275,0.25514,0.023032,0.016495,6.1655e-06,4.4803e-06,0.18676,0.55053,0.46554,0.32437,0.040086,0.10069,-4.0,1.0,0.003,binary,5.0
2.8047,1.0,0.47504,0.26275,0.0095105,0.0012383,0.057667,0.018421,0.023014,0.0022413,1.1278,1.6695,0.0013491,0.0039508,0.0037971,0.12658,0.37765,0.064447,0.10951,0.063878,0.019388,0.16714,0.077849,0.055359,0.00019188,0.00015258,0.18936,0.55821,0.34223,0.2391,0.080052,0.20109,-3.5,1.0,0.003,binary,5.0
2.7964,1.0,0.47558,0.26305,0.01102,0.0014135,0.033697,0.010764,0.011981,0.0011683,0.97073,1.4361,0.0071647,0.020982,0.017781,0.49932,1.4897,0.21985,0.3715,0.12195,0.037014,0.10348,0.17689,0.1246,0.0025894,0.0024156,0.13892,0.40951,0.22322,0.15621,0.12097,0.30386,-3.0,1.0,0.003,binary,5.0
2.7893,1.0,0.4759,0.26343,0.011567,0.0014592,0.022245,0.007106,0.0073775,0.00072006,0.68578,1.0145,0.015443,0.045225,0.035387,0.89215,2.6618,0.35895,0.6041,0.17326,0.052589,0.066681,0.28055,0.19462,0.010532,0.0099607,0.091769,0.27052,0.14803,0.10368,0.14513,0.36456,-2.5,1.0,0.003,binary,5.0
2.784,1.0,0.47626,0.26379,0.012106,0.0015005,0.016285,0.005202,0.0051287,0.00050092,0.50377,0.74532,0.022419,0.065654,0.048847,1.1508,3.4336,0.43785,0.73404,0.20888,0.063398,0.046754,0.36161,0.24631,0.026818,0.020754,0.065355,0.19266,0.10666,0.074749,0.15329,0.38506,-2.0,1.0,0.003,binary,5.0
2.7793,1.0,0.47659,0.26405,0.01289,0.0015674,0.0125,0.0039931,0.0037704,0.00036843,0.38334,0.56713,0.028451,0.083319,0.05969,1.3369,3.9887,0.4881,0.81436,0.23534,0.071431,0.034372,0.42474,0.28468,0.050709,0.036107,0.048638,0.14338,0.081108,0.056868,0.15299,0.3843,-1.5,1.0,0.003,binary,5.0
2.7745,1.0,0.47687,0.26424,0.01402,0.0016692,0.0097625,0.0031185,0.0028356,0.00027716,0.29303,0.43346,0.034335,0.10055,0.069654,1.4915,4.45,0.52535,0.8712,0.25802,0.078315,0.025618,0.47918,0.31752,0.076984,0.053609,0.036554,0.10776,0.062969,0.044172,0.14888,0.37397,-1.0,1.0,0.003,binary,5.0
2.7695,1.0,0.4772,0.26441,0.015531,0.0018094,0.0076937,0.0024577,0.0021597,0.00021109,0.22287,0.32964,0.04055,0.11875,0.07959,1.6308,4.8657,0.55495,0.91385,0.2794,0.084804,0.019115,0.53095,0.34937,0.099658,0.07055,0.027474,0.080989,0.049294,0.034597,0.14193,0.35651,-0.5,1.0,0.003,binary,5.0
2.812,1.0,0.47436,0.26254,0.0060835,0.00080274,0.09948,0.031778,0.046174,0.0044794,0.93294,1.3548,0.00011061,0.00032393,0.00036943,0.015529,0.046331,0.0097988,0.015363,0.025495,0.0077382,0.16101,0.024399,0.016715,6.5739e-06,4.7723e-06,0.18607,0.54851,0.45746,0.32501,0.04087,0.10266,-4.0,1.5,0.003,binary,5.0
2.8046,1.0,0.47509,0.26271,0.0096552,0.0012562,0.054238,0.017326,0.020617,0.0020029,1.1546,1.673,0.0014998,0.0043921,0.0041924,0.13826,0.41251,0.070949,0.10996,0.067639,0.02053,0.098184,0.085113,0.058052,0.00022034,0.0001757,0.18742,0.55247,0.32847,0.23431,0.083229,0.20907,-3.5,1.5,0.003,binary,5.0
2.7952,1.0,0.47569,0.26305,0.011099,0.0014209,0.028202,0.0090088,0.0093823,0.00091235,0.94136,1.363,0.008714,0.025519,0.021303,0.58501,1.7454,0.25693,0.39521,0.13506,0.040993,0.05436,0.20453,0.13892,0.0033086,0.0031541,0.12716,0.37486,0.19782,0.14141,0.129,0.32403,-3.0,1.5,0.003,binary,5.0
2.7863,1.0,0.47608,0.26352,0.011727,0.0014725,0.015936,0.0050907,0.004904,0.00047716,0.56085,0.81214,0.020257,0.059326,0.045005,1.0861,3.2405,0.42856,0.65446,0.19889,0.060368,0.029595,0.34262,0.23127,0.015235,0.013152,0.069766,0.20566,0.11333,0.081088,0.15591,0.39164,-2.5,1.5,0.003,binary,5.0
2.7793,1.0,0.47654,0.26405,0.012574,0.0015438,0.010483,0.0033488,0.003061,0.00029793,0.34431,0.49877,0.030299,0.088735,0.063128,1.3985,4.1725,0.51528,0.77979,0.24247,0.073594,0.017849,0.45037,0.3014,0.043985,0.03111,0.041804,0.12323,0.071157,0.050927,0.15917,0.39982,-2.0,1.5,0.003,binary,5.0
2.7727,1.0,0.47702,0.26443,0.013916,0.001667,0.0076775,0.0024525,0.0021543,0.00020967,0.23494,0.34044,0.038363,0.11236,0.076367,1.5929,4.7524,0.56053,0.83757,0.27191,0.082531,0.012029,0.52188,0.34621,0.080591,0.055928,0.028272,0.08334,0.050157,0.035905,0.14876,0.37368,-1.5,1.5,0.003,binary,5.0
2.766,1.0,0.47746,0.2647,0.016045,0.001872,0.0059302,0.0018943,0.0016108,0.0001567,0.17069,0.24739,0.045951,0.1346,0.08796,1.7424,5.1987,0.59053,0.86782,0.2961,0.089872,0.0086197,0.57441,0.37843,0.11385,0.078564,0.020451,0.060286,0.037954,0.027176,0.13486,0.33875,-1.0,1.5,0.003,binary,5.0
2.7592,1.0,0.47795,0.2649,0.019262,0.0021894,0.0046934,0.0014993,0.0012417,0.00012066,0.12808,0.18565,0.054413,0.15943,0.10011,1.8823,5.6161,0.61473,0.88553,0.32014,0.097169,0.0063624,0.62429,0.40937,0.1458,0.099333,0.015326,0.045178,0.029846,0.021377,0.12048,0.30264,-0.5,1.5,0.003,binary,5.0
2.8125,1.0,0.47438,0.26249,0.0061175,0.00080701,0.099419,0.031759,0.045198,0.0043359,0.96433,1.3184,0.00011471,0.00033592,0.00038124,0.01588,0.047378,0.010259,0.012745,0.025905,0.0078626,0.080976,0.025394,0.017038,6.8491e-06,4.9532e-06,0.18711,0.55155,0.44069,0.33133,0.041394,0.10398,-4.0,2.0,0.003,binary,5.0
2.8049,1.0,0.47511,0.26265,0.0097048,0.001262,0.053218,0.017,0.019658,0.001887,1.1931,1.6244,0.001582,0.004633,0.0044003,0.14379,0.42901,0.075471,0.092447,0.069403,0.021065,0.045952,0.089284,0.059712,0.00023515,0.00018719,0.18804,0.55432,0.31247,0.23667,0.084824,0.21307,-3.5,2.0,0.003,binary,5.0
2.7948,1.0,0.47574,0.26303,0.011128,0.0014232,0.026081,0.0083313,0.0083369,0.00080072,0.94676,1.2884,0.0095808,0.028058,0.023207,0.62781,1.8731,0.28045,0.34115,0.14137,0.042907,0.02358,0.21983,0.14661,0.0037065,0.0035546,0.12308,0.36282,0.18109,0.13751,0.13292,0.33388,-3.0,2.0,0.003,binary,5.0
2.7847,1.0,0.47619,0.26356,0.01183,0.0014811,0.012969,0.0041428,0.0037932,0.00036431,0.50014,0.68132,0.023559,0.069,0.051254,1.2002,3.5809,0.47598,0.57268,0.21363,0.06484,0.011274,0.38339,0.25494,0.019085,0.015549,0.059319,0.17486,0.093562,0.07107,0.16162,0.40599,-2.5,2.0,0.003,binary,5.0
2.7756,1.0,0.47677,0.26425,0.012943,0.001577,0.0073117,0.0023357,0.0020129,0.00019316,0.25245,0.34436,0.036837,0.10792,0.074136,1.5662,4.673,0.57357,0.67501,0.26557,0.080606,0.005683,0.51876,0.34365,0.061416,0.042088,0.029315,0.086417,0.050046,0.037992,0.16007,0.4021,-2.0,2.0,0.003,binary,5.0
2.7662,1.0,0.47743,0.26481,0.015064,0.0017803,0.0048477,0.0015486,0.001281,0.00012271,0.14832,0.20257,0.047873,0.14032,0.09108,1.787,5.3317,0.62078,0.70545,0.30111,0.091391,0.0033223,0.60119,0.39653,0.10934,0.07607,0.017248,0.050843,0.031138,0.023622,0.13778,0.34608,-1.5,2.0,0.003,binary,5.0
2.7569,1.0,0.47811,0.26523,0.018921,0.0021668,0.0036018,0.0011506,0.00092584,8.8464e-05,0.10126,0.13842,0.058752,0.17237,0.10642,1.9571,5.8393,0.65075,0.7078,0.33111,0.1005,0.0022276,0.65118,0.42774,0.15655,0.10383,0.01184,0.034903,0.022543,0.017097,0.11296,0.28374,-1.0,2.0,0.003,binary,5.0
2.7476,1.0,0.47896,0.26563,0.025474,0.0028322,0.0028409,0.00090749,0.00071755,6.8328e-05,0.075477,0.10323,0.071274,0.20939,0.12302,2.1208,6.3276,0.67506,0.70012,0.36157,0.10974,0.0016273,0.69167,0.45282,0.2113,0.1351,0.0088939,0.026218,0.017862,0.013546,0.092382,0.23206,-0.5,2.0,0.003,binary,5.0
2.8133,1.0,0.47439,0.2624,0.0061398,0.00080967,0.10023,0.032019,0.043945,0.0040763,1.0257,1.2,0.00011975,0.00035068,0.00039564,0.01626,0.048514,0.010327,0.0079621,0.026332,0.0079923,0.034364,0.026411,0.017653,7.1454e-06,5.1346e-06,0.19077,0.56237,0.39755,0.34469,0.04212,0.1058,-4.0,2.5,0.003,binary,5.0
2.8054,1.0,0.47513,0.26258,0.0097322,0.0012651,0.053242,0.017008,0.018865,0.001747,1.2651,1.4675,0.001654,0.0048437,0.0045771,0.14779,0.44093,0.076117,0.057691,0.070614,0.021433,0.018267,0.092553,0.061699,0.00024605,0.00019489,0.19138,0.56414,0.27801,0.24468,0.08632,0.21683,-3.5,2.5,0.003,binary,5.0
2.7951,1.0,0.47578,0.26297,0.011149,0.0014249,0.025491,0.0081428,0.0077787,0.00071944,0.99252,1.1518,0.010195,0.029859,0.024509,0.65307,1.9485,0.28527,0.21544,0.14513,0.044049,0.0088953,0.23022,0.15308,0.0039542,0.0037765,0.12369,0.36462,0.15828,0.13982,0.1358,0.34113,-3.0,2.5,0.003,binary,5.0
2.7842,1.0,0.47625,0.26355,0.011889,0.0014859,0.011873,0.0037926,0.0032895,0.00030356,0.49366,0.57486,0.025678,0.075216,0.055152,1.264,3.7712,0.48709,0.36489,0.22187,0.06734,0.0039495,0.40838,0.27088,0.021669,0.017079,0.05608,0.16531,0.07775,0.068611,0.16545,0.4156,-2.5,2.5,0.003,binary,5.0
2.7737,1.0,0.47693,0.26436,0.013181,0.0015985,0.0058896,0.0018814,0.001521,0.00013968,0.21653,0.25311,0.041469,0.12154,0.081645,1.6691,4.98,0.58714,0.42871,0.2799,0.084954,0.0017356,0.56384,0.37304,0.074269,0.050681,0.024051,0.070897,0.036959,0.032527,0.16056,0.40331,-2.0,2.5,0.003,binary,5.0
2.7615,1.0,0.47775,0.26509,0.016026,0.001876,0.0033779,0.001079,0.00083403,7.6024e-05,0.10796,0.1266,0.055712,0.16351,0.1026,1.9224,5.7357,0.63187,0.4395,0.32198,0.097728,0.00085783,0.6549,0.43218,0.13098,0.090704,0.012003,0.035384,0.019832,0.017409,0.12755,0.32041,-1.5,2.5,0.003,binary,5.0
2.7491,1.0,0.47875,0.26579,0.022031,0.0024883,0.0022811,0.00072869,0.00055035,4.9769e-05,0.066275,0.077889,0.070689,0.20793,0.12272,2.1255,6.3415,0.65598,0.42907,0.35924,0.10904,0.00051273,0.69295,0.45608,0.2015,0.12561,0.0074465,0.021951,0.013125,0.011508,0.092055,0.23124,-1.0,2.5,0.003,binary,5.0
2.737,1.0,0.48016,0.26665,0.033735,0.0036901,0.0017387,0.00055542,0.00041468,3.7219e-05,0.04748,0.055891,0.088298,0.26048,0.14506,2.3235,6.9325,0.67183,0.41318,0.39746,0.12064,0.00036033,0.7045,0.46246,0.28806,0.17302,0.0054259,0.015995,0.010159,0.0089037,0.066751,0.16767,-0.5,2.5,0.003,binary,5.0
2.8145,1.0,0.47442,0.26228,0.0061683,0.00081305,0.10171,0.032489,0.040865,0.0034731,1.0954,0.94773,0.00012681,0.00037138,0.00041588,0.016754,0.049986,0.0085237,0.0033183,0.026885,0.00816,0.012867,0.027584,0.018655,7.529e-06,5.3624e-06,0.19445,0.5732,0.3127,0.35248,0.043372,0.10895,-4.0,3.0,0.003,binary,5.0
2.8064,1.0,0.47516,0.26248,0.0097677,0.001269,0.053802,0.017187,0.017374,0.0014659,1.3418,1.1448,0.0017463,0.0051139,0.0048027,0.15228,0.45434,0.062562,0.023916,0.072031,0.021863,0.0065501,0.096092,0.064865,0.00025825,0.00020299,0.19454,0.57346,0.2137,0.24721,0.088723,0.22287,-3.5,3.0,0.003,binary,5.0
2.7957,1.0,0.47582,0.26289,0.011184,0.0014284,0.025574,0.0081694,0.0070662,0.0005928,1.042,0.88981,0.010754,0.031495,0.025701,0.67314,2.0084,0.23489,0.089785,0.14812,0.044957,0.0030776,0.23821,0.16041,0.0041569,0.003938,0.12474,0.3677,0.11975,0.13948,0.13935,0.35004,-3.0,3.0,0.003,binary,5.0
2.7845,1.0,0.47631,0.2635,0.01194,0.0014908,0.011642,0.0037189,0.0028982,0.00024133,0.5047,0.43359,0.02717,0.079581,0.057957,1.3046,3.8923,0.4013,0.15358,0.22707,0.068919,0.001316,0.42329,0.28435,0.023459,0.018112,0.055075,0.16235,0.057467,0.066849,0.1695,0.42576,-2.5,3.0,0.003,binary,5.0
2.7735,1.0,0.47704,0.26438,0.013319,0.0016115,0.0054138,0.0017294,0.0012443,0.00010223,0.20707,0.17909,0.044334,0.1299,0.086385,1.7284,5.1568,0.48119,0.18281,0.28789,0.087379,0.00053846,0.58679,0.39329,0.082175,0.056075,0.022015,0.064897,0.025791,0.029882,0.16252,0.40824,-2.0,3.0,0.003,binary,5.0
2.7597,1.0,0.478,0.26525,0.016605,0.0019338,0.0027574,0.00088082,0.00060261,4.8594e-05,0.092217,0.080175,0.060961,0.17876,0.11022,2.0046,5.9809,0.51074,0.18998,0.33433,0.10148,0.00023554,0.68093,0.45558,0.14582,0.099208,0.0097517,0.028746,0.012443,0.014365,0.12253,0.30779,-1.5,3.0,0.003,binary,5.0
2.7452,1.0,0.4793,0.26625,0.024323,0.0027251,0.0016454,0.00052562,0.00035208,2.7902e-05,0.050212,0.043817,0.079453,0.23322,0.13436,2.2351,6.6686,0.51897,0.18705,0.3772,0.11449,0.00012382,0.70118,0.4685,0.23617,0.14024,0.0053557,0.015787,0.007373,0.0084961,0.079128,0.19876,-1.0,3.0,0.003,binary,5.0
2.7304,1.0,0.48133,0.26777,0.041225,0.0044654,0.0011596,0.00037042,0.00024592,1.9262e-05,0.033057,0.028922,0.10147,0.29809,0.16122,2.4572,7.3312,0.51818,0.18075,0.42066,0.12768,8.0261e-05,0.66886,0.44627,0.35112,0.20375,0.0036088,0.010638,0.005298,0.0061022,0.050355,0.12649,-0.5,3.0,0.003,binary,5.0
2.8086,1.0,0.47501,0.26395,0.001359,0.00018367,0.11382,0.036358,0.057597,0.0056022,1.0244,1.5193,7.7228e-05,0.00022616,0.00028994,0.014303,0.042675,0.010171,0.017524,0.019927,0.0060483,0.32763,0.021101,0.015124,3.6149e-06,3.2074e-06,0.22465,0.66224,0.55717,0.38789,0.048946,0.12295,-4.0,1.0,0.004,binary,5.0
2.8023,1.0,0.47572,0.26422,0.0020429,0.00027126,0.065699,0.020987,0.027617,0.0026899,1.2842,1.902,0.0009893,0.0028972,0.00313,0.12233,0.36499,0.071302,0.12185,0.055541,0.016858,0.21708,0.070781,0.050377,0.00011541,0.00011541,0.23123,0.68164,0.412,0.28756,0.097276,0.24435,-3.5,1.0,0.004,binary,5.0
2.7955,1.0,0.4762,0.26451,0.0023879,0.00030935,0.038363,0.012255,0.01439,0.0014027,1.1408,1.6887,0.0052983,0.015516,0.014998,0.50359,1.5025,0.25785,0.43888,0.114,0.034601,0.13487,0.15557,0.10969,0.0015954,0.0019481,0.17341,0.51119,0.26753,0.18701,0.14572,0.36604,-3.0,1.0,0.004,binary,5.0
2.79,1.0,0.47643,0.26479,0.0026111,0.00032787,0.025191,0.0080471,0.0087849,0.00085707,0.82335,1.2187,0.011503,0.033687,0.030381,0.92869,2.7708,0.43933,0.74587,0.16927,0.051376,0.086449,0.24001,0.16671,0.0060586,0.0080287,0.11526,0.33977,0.17607,0.12318,0.17419,0.43757,-2.5,1.0,0.004,binary,5.0
2.7856,1.0,0.47678,0.26513,0.002865,0.00034734,0.018376,0.0058701,0.0060733,0.00059292,0.6109,0.90431,0.01678,0.04914,0.042277,1.2131,3.6194,0.54459,0.92122,0.20855,0.063298,0.060262,0.30624,0.20892,0.014397,0.014901,0.082053,0.24188,0.12611,0.088279,0.18451,0.46347,-2.0,1.0,0.004,binary,5.0
2.7813,1.0,0.47712,0.26538,0.0032011,0.00037437,0.014125,0.0045122,0.0044648,0.00043607,0.46985,0.69548,0.021551,0.063115,0.052191,1.421,4.2396,0.61147,1.0288,0.23843,0.072369,0.044183,0.3618,0.24298,0.026579,0.023863,0.061183,0.18036,0.095773,0.067076,0.18528,0.46541,-1.5,1.0,0.004,binary,5.0
2.7768,1.0,0.47745,0.26558,0.0036661,0.00041363,0.011107,0.0035479,0.0033732,0.00032952,0.36304,0.53731,0.026487,0.07757,0.061742,1.5988,4.77,0.66133,1.1049,0.26481,0.080375,0.032909,0.41424,0.27513,0.04003,0.034116,0.046115,0.13594,0.07456,0.052246,0.18167,0.45634,-1.0,1.0,0.004,binary,5.0
2.7718,1.0,0.4778,0.26578,0.0043393,0.00047296,0.0088382,0.0028233,0.0025909,0.00025305,0.27895,0.41277,0.031926,0.093502,0.071604,1.7628,5.2596,0.70134,1.1619,0.29022,0.088085,0.024575,0.46763,0.30844,0.052422,0.044855,0.034782,0.10253,0.058725,0.041172,0.17483,0.43917,-0.5,1.0,0.004,binary,5.0
2.8087,1.0,0.47504,0.26393,0.0013711,0.0001853,0.11245,0.035923,0.055182,0.0053531,1.0511,1.5267,8.204e-05,0.00024026,0.00030568,0.014907,0.044477,0.010685,0.016805,0.020596,0.0062511,0.20496,0.02254,0.015458,3.8804e-06,3.4275e-06,0.22447,0.66169,0.54915,0.39005,0.050002,0.1256,-4.0,1.5,0.004,binary,5.0
2.8022,1.0,0.47577,0.2642,0.0020665,0.00027407,0.062097,0.019836,0.024925,0.0024212,1.3206,1.9138,0.0011051,0.0032364,0.0034661,0.13369,0.39887,0.078406,0.122,0.059204,0.017969,0.12681,0.07775,0.053096,0.00013301,0.00013312,0.2296,0.67681,0.39651,0.28272,0.10119,0.25418,-3.5,1.5,0.004,binary,5.0
2.7944,1.0,0.47631,0.26453,0.0024151,0.00031161,0.032413,0.010354,0.011379,0.0011062,1.1201,1.6221,0.0064816,0.018981,0.018039,0.59109,1.7636,0.30172,0.46642,0.12768,0.038755,0.070803,0.18007,0.12249,0.0020412,0.002546,0.16034,0.47267,0.2381,0.1701,0.15517,0.38978,-3.0,1.5,0.004,binary,5.0
2.7875,1.0,0.47659,0.2649,0.0026876,0.00033352,0.018194,0.0058119,0.0058842,0.00057227,0.68838,0.9969,0.015224,0.044585,0.038898,1.1362,3.39,0.52737,0.80948,0.19689,0.059761,0.038452,0.29201,0.19746,0.008521,0.010134,0.088967,0.26226,0.1355,0.096885,0.18684,0.46934,-2.5,1.5,0.004,binary,5.0
2.7817,1.0,0.47707,0.26538,0.0030631,0.00036287,0.011886,0.003797,0.003638,0.00035391,0.42765,0.61954,0.023008,0.067386,0.055208,1.4844,4.4289,0.64547,0.98009,0.24546,0.074501,0.023009,0.38182,0.25605,0.023329,0.020761,0.053152,0.15668,0.084604,0.060513,0.19258,0.48374,-2.0,1.5,0.004,binary,5.0
2.7754,1.0,0.47758,0.26576,0.0036225,0.00040939,0.0087321,0.0027894,0.0025638,0.00024936,0.29366,0.42556,0.029582,0.086653,0.067612,1.7058,5.0895,0.70728,1.0571,0.27906,0.084701,0.015419,0.44941,0.29883,0.042387,0.035361,0.035822,0.1056,0.059576,0.042622,0.18256,0.45857,-1.5,1.5,0.004,binary,5.0
2.7687,1.0,0.47812,0.2661,0.004476,0.00048429,0.0068236,0.0021798,0.0019354,0.00018809,0.21495,0.31155,0.036386,0.10661,0.07944,1.8871,5.6303,0.74892,1.0965,0.30847,0.093627,0.011043,0.5102,0.33694,0.061105,0.049749,0.025925,0.076423,0.045383,0.032476,0.16792,0.42179,-1.0,1.5,0.004,binary,5.0
