H  1 6562.80A,H  1 4861.32A,H  1 4340.46A,H  1 4101.73A,He 2 1640.41A,He 2 4685.68A,O  1 6300.30A,O  1 6363.78A,O  1 63.1679m,O  1 145.495m,O  2 3726.03A,O  2 3728.81A,O  3 1660.81A,O  3 1666.15A,O  3 4363.21A,O  3 4958.91A,O  3 5006.84A,O  3 51.8004m,O  3 88.3323m,Ne 3 3868.76A,Ne 3 3967.47A,C  2 157.636m,C  3 1906.68A,C  3 1908.73A,C  4 1548.19A,C  4 1550.78A,N  2 6548.05A,N  2 6583.45A,S  2 6716.44A,S  2 6730.82A,S  3 9068.62A,S  3 9530.62A,U,rho,metal,ssp type,age
2.8742,1.0,0.48214,0.26872,2.7135e-06,4.999e-08,0.0021613,0.0006904,0.00484,0.0004095,0.39308,0.42831,5.0558e-05,0.00014846,0.00073574,0.3286,0.98039,1.6907,1.046,0.008966,0.0027214,0.033319,0.0032248,0.0023189,0.0049237,0.011535,0.13449,0.39644,0.10971,0.10403,0.29396,0.73841,-2.0,2.5,0.03,single,3.0
2.8699,1.0,0.48789,0.27258,5.664e-06,9.7554e-08,0.0017471,0.00055811,0.0028419,0.00024181,0.35431,0.3883,0.00016126,0.00047602,0.0017147,0.60538,1.8062,2.6056,1.4477,0.023512,0.0071363,0.014723,0.0072713,0.0053243,0.011212,0.029898,0.081368,0.23986,0.061135,0.057826,0.34137,0.8575,-1.5,2.5,0.03,single,3.0
2.8716,1.0,0.50032,0.28043,1.3179e-05,2.1802e-07,0.0021915,0.00070007,0.0025923,0.00022295,0.28866,0.31909,0.00051627,0.001534,0.0042296,1.0447,3.1169,3.2457,1.6388,0.060734,0.018434,0.006972,0.016088,0.011912,0.026241,0.073161,0.049734,0.14661,0.040369,0.037824,0.38081,0.95656,-1.0,2.5,0.03,single,3.0
2.8809,1.0,0.52214,0.29292,3.2177e-05,5.1716e-07,0.0025934,0.00082845,0.0024927,0.00021272,0.23137,0.25773,0.0015069,0.0045035,0.0099145,1.6756,4.9993,3.6022,1.6923,0.13428,0.040757,0.0042716,0.035775,0.026677,0.064609,0.18409,0.035463,0.10454,0.032706,0.030313,0.40087,1.007,-0.5,2.5,0.03,single,3.0
2.9265,1.0,0.47463,0.26324,4.2087e-07,1.4232e-08,0.0088844,0.0028381,0.11446,0.0083995,0.039512,0.030666,1.2671e-09,3.7108e-09,4.6794e-08,0.0001705,0.00050869,0.0042784,0.0014354,1.6291e-05,4.9446e-06,0.058505,1.8968e-06,1.4566e-06,1.0845e-08,1.6181e-08,0.06649,0.196,0.1294,0.16669,0.01366,0.034314,-4.0,3.0,0.03,single,3.0
2.9107,1.0,0.47643,0.26452,5.6387e-07,1.638e-08,0.0081985,0.002619,0.050467,0.0037632,0.1057,0.080762,5.3411e-08,1.5641e-07,1.6746e-06,0.0024916,0.0074338,0.029415,0.0096282,0.0001126,3.4176e-05,0.037943,2.8982e-05,2.1024e-05,2.2243e-06,3.28e-06,0.11386,0.33563,0.16648,0.21846,0.044122,0.11083,-3.5,3.0,0.03,single,3.0
2.8886,1.0,0.47871,0.26622,9.1919e-07,2.1939e-08,0.0065984,0.0021078,0.021297,0.0016147,0.34491,0.26457,4.1514e-06,1.2158e-05,8.0008e-05,0.040544,0.12097,0.17942,0.059958,0.0011709,0.0003554,0.027938,0.00075561,0.00052866,9.1999e-05,0.00013669,0.20515,0.60474,0.20599,0.27,0.14621,0.36728,-3.0,3.0,0.03,single,3.0
2.8736,1.0,0.48079,0.26774,1.5488e-06,3.1636e-08,0.0046981,0.0015008,0.0092935,0.00071469,0.59757,0.46341,4.3505e-05,0.00012743,0.00063876,0.21627,0.64526,0.64809,0.21798,0.005505,0.0016709,0.019358,0.0037247,0.0026034,0.0014105,0.0023353,0.22695,0.669,0.16898,0.21933,0.28473,0.71523,-2.5,3.0,0.03,single,3.0
2.8641,1.0,0.48377,0.26992,2.8683e-06,5.273e-08,0.0030907,0.00098731,0.004483,0.00034614,0.61766,0.4826,0.00014944,0.00043798,0.0018383,0.53384,1.5928,1.373,0.45322,0.016284,0.0049425,0.010688,0.0084775,0.0059777,0.0054626,0.012956,0.16494,0.48621,0.097654,0.12595,0.38223,0.96013,-2.0,3.0,0.03,single,3.0
2.8604,1.0,0.49031,0.27427,6.1656e-06,1.056e-07,0.002477,0.00079125,0.0026232,0.00020276,0.50983,0.40137,0.00042043,0.0012328,0.0040827,0.96899,2.8911,2.038,0.64959,0.042857,0.013008,0.0043841,0.017389,0.012383,0.012545,0.033597,0.092123,0.27156,0.051128,0.065722,0.44025,1.1059,-1.5,3.0,0.03,single,3.0
2.8638,1.0,0.50422,0.28296,1.4711e-05,2.4127e-07,0.0029535,0.00094347,0.0023954,0.00018734,0.37697,0.30039,0.0011748,0.0034416,0.0088547,1.5537,4.6355,2.4203,0.74765,0.10184,0.030912,0.0020939,0.034385,0.024718,0.029801,0.083238,0.053313,0.15716,0.032571,0.04124,0.47304,1.1882,-1.0,3.0,0.03,single,3.0
2.8782,1.0,0.52882,0.29692,3.6291e-05,5.8474e-07,0.003076,0.00098261,0.0021297,0.00016525,0.27584,0.22205,0.0030367,0.0088768,0.018109,2.2956,6.8492,2.5829,0.78008,0.20185,0.061267,0.0012762,0.067796,0.049346,0.07467,0.21291,0.035994,0.1061,0.025175,0.031442,0.46948,1.1793,-0.5,3.0,0.03,single,3.0
3.0573,1.0,0.46612,0.25605,1.0796e-06,1.2942e-07,3.4962e-06,1.1169e-06,0.080533,0.0057587,6.1889e-07,9.2178e-07,1.7045e-11,4.9916e-11,1.7544e-10,2.1123e-08,6.3021e-08,0.0021358,0.0040644,1.9484e-10,5.9137e-11,1.6149,2.4452e-08,1.0636e-07,0.0,0.0,0.00011631,0.00034286,0.00046922,0.00033669,6.91e-05,0.00017358,-4.0,1.0,0.04,single,3.0
3.0305,1.0,0.4684,0.25774,4.4767e-07,3.9963e-08,2.8467e-05,9.0937e-06,0.044326,0.003128,1.9401e-05,2.8898e-05,3.3305e-10,9.7535e-10,2.0341e-09,1.0271e-06,3.0645e-06,0.01375,0.025555,7.959e-09,2.4157e-09,1.2748,1.3645e-07,5.6978e-07,2.0463e-07,2.8833e-07,0.00078128,0.0023031,0.0027401,0.0019202,0.0005521,0.0013869,-3.5,1.0,0.04,single,3.0
3.0018,1.0,0.47174,0.26001,3.5068e-07,1.889e-08,7.423e-05,2.3712e-05,0.023054,0.0016673,0.00051504,0.00076529,5.5077e-09,1.6129e-08,1.4931e-08,0.00013931,0.00041565,0.076069,0.13842,9.7596e-07,2.9622e-07,1.1085,5.678e-07,3.8743e-06,1.0988e-05,1.5465e-05,0.0044051,0.012985,0.01048,0.0073011,0.0054516,0.013694,-3.0,1.0,0.04,single,3.0
2.9661,1.0,0.47595,0.26302,4.8094e-07,2.1084e-08,0.00014918,4.7653e-05,0.013682,0.0010282,0.009573,0.014218,7.4738e-08,2.1888e-07,1.4206e-06,0.0059441,0.017735,0.29068,0.52236,6.3557e-05,1.9291e-05,0.96866,5.3489e-06,2.5973e-05,0.00025405,0.00036536,0.020469,0.060338,0.03144,0.021819,0.03737,0.09387,-2.5,1.0,0.04,single,3.0
2.9419,1.0,0.4789,0.26534,6.8284e-07,2.6279e-08,0.00020975,6.7002e-05,0.0095283,0.00073445,0.024375,0.036221,4.2086e-07,1.2326e-06,5.292e-06,0.019456,0.058047,0.64156,1.1446,0.00023623,7.1699e-05,0.79999,1.5441e-05,9.2924e-05,0.0018584,0.0030276,0.035139,0.10358,0.044844,0.031075,0.079151,0.19882,-2.0,1.0,0.04,single,3.0
2.9299,1.0,0.48228,0.26754,1.0175e-06,3.4732e-08,0.00028508,9.1068e-05,0.0073629,0.00057735,0.047132,0.07007,1.7522e-06,5.134e-06,1.0651e-05,0.030013,0.089546,1.0405,1.8237,0.00039989,0.00012137,0.62085,4.6028e-05,0.00024891,0.0053547,0.011649,0.046372,0.1367,0.051118,0.035389,0.1124,0.28235,-1.5,1.0,0.04,single,3.0
2.9257,1.0,0.48752,0.27066,1.6498e-06,5.0219e-08,0.00040544,0.00012951,0.0060581,0.00048108,0.081602,0.12135,6.2485e-06,1.8326e-05,2.6962e-05,0.046226,0.13792,1.4922,2.5343,0.00076597,0.00023249,0.4431,0.00015171,0.00059284,0.01126,0.027882,0.054059,0.15936,0.052819,0.036552,0.14328,0.35992,-1.0,1.0,0.04,single,3.0
2.926,1.0,0.49477,0.2746,2.8562e-06,7.8757e-08,0.00066347,0.00021194,0.0052642,0.00042374,0.12605,0.1875,1.9233e-05,5.6507e-05,7.4366e-05,0.080048,0.23883,2.0386,3.3321,0.001843,0.00055939,0.29077,0.00046605,0.0013378,0.022809,0.059271,0.057602,0.1698,0.051386,0.03557,0.17299,0.43453,-0.5,1.0,0.04,single,3.0
3.0397,1.0,0.46757,0.25715,3.8729e-07,4.1509e-08,1.4776e-05,4.7202e-06,0.08866,0.0063264,4.691e-06,6.7259e-06,5.1558e-11,1.5099e-10,1.9781e-10,9.8163e-08,2.9288e-07,0.0024569,0.0039687,9.8636e-10,2.9938e-10,0.93981,2.6577e-08,1.1326e-07,0.0,0.0,0.00038373,0.0011312,0.0014925,0.0010913,0.000183,0.00045969,-4.0,1.5,0.04,single,3.0
3.0153,1.0,0.46977,0.25878,2.1057e-07,1.4533e-08,6.9571e-05,2.2224e-05,0.046496,0.0033168,8.1227e-05,0.00011665,1.0127e-09,2.9656e-09,2.5466e-09,3.5207e-06,1.0504e-05,0.01575,0.024781,3.2029e-08,9.7213e-09,0.70242,1.5076e-07,6.3168e-07,2.6095e-07,3.6738e-07,0.0018658,0.0054999,0.0060954,0.0044188,0.0011611,0.0029167,-3.5,1.5,0.04,single,3.0
2.986,1.0,0.47316,0.2611,2.3888e-07,9.9359e-09,0.00015796,5.0459e-05,0.022452,0.0016629,0.0015665,0.0022428,1.7775e-08,5.2054e-08,3.6516e-08,0.00034218,0.0010209,0.089382,0.13949,2.8537e-06,8.6615e-07,0.5955,6.8113e-07,4.6058e-06,1.3961e-05,1.9646e-05,0.0090815,0.026771,0.020104,0.014529,0.010031,0.025198,-3.0,1.5,0.04,single,3.0
2.9477,1.0,0.47772,0.26435,3.7965e-07,1.3104e-08,0.00029226,9.3359e-05,0.011836,0.00091601,0.022576,0.032384,2.5929e-07,7.594e-07,3.5634e-06,0.010923,0.03259,0.35591,0.55391,0.00012854,3.9013e-05,0.50917,1.3601e-05,3.8633e-05,0.00034722,0.00050198,0.038277,0.11283,0.055063,0.039598,0.061807,0.15526,-2.5,1.5,0.04,single,3.0
2.9236,1.0,0.4813,0.26707,6.1335e-07,1.8611e-08,0.00038266,0.00012224,0.0072818,0.00057923,0.064371,0.092504,1.7288e-06,5.0653e-06,1.5452e-05,0.035741,0.10664,0.83275,1.2628,0.00048166,0.00014619,0.38596,6.3392e-05,0.00016667,0.0025892,0.0044212,0.062827,0.1852,0.069866,0.050089,0.12832,0.32233,-2.0,1.5,0.04,single,3.0
2.9162,1.0,0.48631,0.27027,1.0858e-06,2.9589e-08,0.00047308,0.00015112,0.0052204,0.00042127,0.1157,0.16657,8.5972e-06,2.5231e-05,3.8789e-05,0.060048,0.17916,1.4578,2.077,0.00090921,0.00027596,0.2503,0.00024711,0.00053479,0.007444,0.01698,0.068014,0.20049,0.062768,0.044936,0.17301,0.4346,-1.5,1.5,0.04,single,3.0
2.9175,1.0,0.49562,0.27579,2.1612e-06,5.4147e-08,0.00068172,0.00021777,0.0042177,0.00034386,0.17236,0.24856,3.5064e-05,0.00010332,0.00011175,0.1072,0.31983,2.235,2.9172,0.0022197,0.00067373,0.14069,0.00080545,0.001452,0.017361,0.043877,0.062516,0.18428,0.05211,0.037293,0.20834,0.52334,-1.0,1.5,0.04,single,3.0
2.9248,1.0,0.51061,0.28381,4.5931e-06,1.0935e-07,0.0011835,0.00037806,0.0042048,0.00034737,0.20284,0.29296,0.00011725,0.00034781,0.00034543,0.22525,0.67204,3.156,3.7648,0.0070999,0.002155,0.082348,0.0019362,0.0033806,0.040157,0.10573,0.054127,0.15956,0.044535,0.031854,0.24061,0.6044,-0.5,1.5,0.04,single,3.0
3.0189,1.0,0.4694,0.2585,1.7931e-07,1.5181e-08,6.6023e-05,2.1091e-05,0.1014,0.0071654,4.3433e-05,5.6349e-05,1.4009e-10,4.1026e-10,2.2361e-10,5.4331e-07,1.621e-06,0.0028611,0.0032552,8.042e-09,2.4409e-09,0.44266,2.9344e-08,1.2342e-07,0.0,0.0,0.0014237,0.0041969,0.0049608,0.003978,0.00052362,0.0013153,-4.0,2.0,0.04,single,3.0
2.997,1.0,0.47146,0.26005,1.4379e-07,7.3445e-09,0.00018711,5.9772e-05,0.04999,0.0036252,0.00040402,0.00052501,2.7372e-09,8.0159e-09,3.616e-09,1.418e-05,4.2307e-05,0.018233,0.020102,1.6137e-07,4.898e-08,0.31155,1.7063e-07,7.1508e-07,3.3625e-07,4.73e-07,0.0049249,0.014518,0.014144,0.011327,0.0026513,0.00666,-3.5,2.0,0.04,single,3.0
2.9682,1.0,0.47489,0.26239,2.0925e-07,7.4103e-09,0.00035824,0.00011444,0.023184,0.0017537,0.005823,0.0075505,5.0144e-08,1.4685e-07,1.5291e-07,0.00098101,0.0029269,0.10432,0.11638,1.0352e-05,3.142e-06,0.25647,1.2655e-06,5.73e-06,1.7549e-05,2.4703e-05,0.020348,0.059982,0.039444,0.031515,0.019551,0.049112,-3.0,2.0,0.04,single,3.0
2.9319,1.0,0.47938,0.26559,3.5473e-07,1.0715e-08,0.0005588,0.0001785,0.011403,0.00089935,0.055485,0.072501,8.2448e-07,2.415e-06,1.1095e-05,0.020908,0.062381,0.42526,0.48058,0.00027523,8.3536e-05,0.21414,4.8787e-05,6.8037e-05,0.00042803,0.00062145,0.067765,0.19976,0.087254,0.069079,0.096291,0.24188,-2.5,2.0,0.04,single,3.0
2.9107,1.0,0.48338,0.26854,6.1774e-07,1.6764e-08,0.00063165,0.00020178,0.0063499,0.0005139,0.13377,0.17578,5.6203e-06,1.648e-05,4.7904e-05,0.066737,0.19912,1.0401,1.1187,0.00098127,0.00029783,0.15115,0.00022253,0.00030641,0.0031754,0.0055915,0.094488,0.27853,0.090895,0.071465,0.18344,0.4608,-2.0,2.0,0.04,single,3.0
2.9056,1.0,0.49026,0.27291,1.2267e-06,3.068e-08,0.00068864,0.00021998,0.0041799,0.00034236,0.20901,0.27592,2.792e-05,8.2172e-05,0.0001245,0.12541,0.37416,1.8872,1.819,0.0022663,0.00068786,0.082481,0.00080036,0.0010426,0.0094614,0.022065,0.083949,0.24747,0.066178,0.051861,0.24024,0.60346,-1.5,2.0,0.04,single,3.0
2.9114,1.0,0.50413,0.28105,2.7952e-06,6.6018e-08,0.00098468,0.00031455,0.0032821,0.00027222,0.24375,0.32331,0.00011953,0.00035485,0.00037778,0.2576,0.76856,3.0704,2.5689,0.0069063,0.0020962,0.037695,0.0021788,0.0027963,0.024037,0.061298,0.061052,0.17997,0.045849,0.035851,0.2767,0.69506,-1.0,2.0,0.04,single,3.0
2.9256,1.0,0.52877,0.29416,6.7607e-06,1.5501e-07,0.0015483,0.00049458,0.0035102,0.00029194,0.23069,0.30726,0.00040534,0.0012164,0.001301,0.57243,1.7079,4.1343,3.0744,0.024499,0.0074359,0.021534,0.00487,0.0065772,0.061593,0.16329,0.046622,0.13743,0.037073,0.028868,0.32419,0.81435,-0.5,2.0,0.04,single,3.0
2.9927,1.0,0.4718,0.26031,1.1905e-07,7.2384e-09,0.00034307,0.00010959,0.11376,0.0081173,0.00054054,0.00056452,3.1067e-10,9.0981e-10,2.8413e-10,3.7652e-06,1.1234e-05,0.0030986,0.0019841,9.2952e-08,2.8213e-08,0.18236,3.4272e-08,1.4118e-07,0.0,0.0,0.006139,0.018097,0.017252,0.017003,0.0016995,0.004269,-4.0,2.5,0.04,single,3.0
2.9733,1.0,0.47369,0.26174,1.2943e-07,5.4341e-09,0.00065459,0.00020911,0.053644,0.0039513,0.0028277,0.0029447,6.0543e-09,1.773e-08,7.3177e-09,7.2634e-05,0.00021671,0.019642,0.012147,1.1517e-06,3.4957e-07,0.12265,2.1833e-07,8.6294e-07,4.4055e-07,6.1986e-07,0.015441,0.045518,0.035164,0.034871,0.0070147,0.017621,-3.5,2.5,0.04,single,3.0
2.9462,1.0,0.47714,0.26412,2.0822e-07,6.9135e-09,0.00096252,0.00030747,0.024445,0.0018642,0.027198,0.028417,1.2548e-07,3.6748e-07,1.1084e-06,0.0032339,0.0096486,0.11336,0.072169,4.5493e-05,1.3808e-05,0.098501,8.3334e-06,1.1576e-05,2.3064e-05,3.2487e-05,0.05097,0.15025,0.078636,0.077708,0.041698,0.10474,-3.0,2.5,0.04,single,3.0
2.9156,1.0,0.4812,0.26695,3.5809e-07,1.0311e-08,0.0011649,0.00037213,0.011561,0.00091063,0.1446,0.15339,2.6748e-06,7.8358e-06,4.2612e-05,0.044279,0.13211,0.49233,0.32061,0.00063612,0.00019307,0.079309,0.00022676,0.00019446,0.00051714,0.00075414,0.11947,0.35219,0.12702,0.12374,0.15051,0.37808,-2.5,2.5,0.04,single,3.0
2.8992,1.0,0.4855,0.27001,6.4782e-07,1.6941e-08,0.0010889,0.00034783,0.0060819,0.00048797,0.25224,0.27011,1.6546e-05,4.8547e-05,0.00016903,0.13974,0.41692,1.256,0.77931,0.0021368,0.00064855,0.052398,0.00074336,0.0006841,0.0037309,0.0067277,0.13277,0.39137,0.10588,0.10201,0.25314,0.63587,-2.0,2.5,0.04,single,3.0
2.8963,1.0,0.49392,0.27528,1.369e-06,3.341e-08,0.0010331,0.00033002,0.0037632,0.00030425,0.31084,0.33526,7.3672e-05,0.00021714,0.00042556,0.28442,0.84858,2.2739,1.2718,0.0058706,0.0017818,0.025034,0.0020252,0.0019664,0.011316,0.026752,0.098228,0.28956,0.065401,0.062695,0.31862,0.80036,-1.5,2.5,0.04,single,3.0
2.9034,1.0,0.51171,0.28568,3.3187e-06,7.7589e-08,0.0014672,0.00046869,0.0030523,0.00025054,0.34103,0.37171,0.00028672,0.0008509,0.0012696,0.57426,1.7134,3.2781,1.6473,0.019718,0.0059848,0.010641,0.005631,0.0054368,0.030059,0.077085,0.065593,0.19336,0.042392,0.040345,0.37867,0.95119,-1.0,2.5,0.04,single,3.0
2.9252,1.0,0.54342,0.30232,8.479e-06,1.9372e-07,0.0020054,0.00064061,0.0030594,0.00025131,0.30963,0.34057,0.00095384,0.0028491,0.0038735,1.1078,3.3053,4.0031,1.8522,0.060156,0.018259,0.0060602,0.013575,0.013357,0.080349,0.21378,0.047397,0.13972,0.032955,0.031034,0.43176,1.0846,-0.5,2.5,0.04,single,3.0
2.9654,1.0,0.47443,0.26229,1.0559e-07,5.0368e-09,0.001822,0.00058202,0.12196,0.0085201,0.0050923,0.0038185,5.3981e-10,1.5809e-09,1.2205e-09,2.1003e-05,6.2663e-05,0.0025785,0.00083458,8.6552e-07,2.627e-07,0.068482,6.2855e-08,1.822e-07,0.0,0.0,0.022467,0.066229,0.045177,0.060047,0.0049578,0.012454,-4.0,3.0,0.04,single,3.0
2.9488,1.0,0.47624,0.26363,1.3212e-07,5.1837e-09,0.0022935,0.00073263,0.055693,0.0039718,0.017402,0.01292,1.0783e-08,3.1577e-08,4.8679e-08,0.00032447,0.00096807,0.016292,0.0051081,7.4316e-06,2.2556e-06,0.045179,7.8205e-07,1.4182e-06,6.2417e-07,8.7848e-07,0.044534,0.13128,0.070899,0.095455,0.01758,0.04416,-3.5,3.0,0.04,single,3.0
2.9243,1.0,0.47949,0.26588,2.1688e-07,7.0833e-09,0.0025597,0.00081768,0.024788,0.0018042,0.10458,0.078107,3.8065e-07,1.1147e-06,7.2861e-06,0.0092576,0.027621,0.098485,0.031777,0.00016499,5.0077e-05,0.035618,7.2865e-05,5.766e-05,3.0292e-05,4.2723e-05,0.11435,0.33708,0.12445,0.16717,0.082428,0.20705,-3.0,3.0,0.04,single,3.0
2.9004,1.0,0.48309,0.26837,3.7084e-07,1.0562e-08,0.0024341,0.00077756,0.011407,0.00084454,0.33886,0.2572,8.5768e-06,2.512e-05,0.00014333,0.083946,0.25046,0.4112,0.13566,0.001377,0.00041795,0.027656,0.00095115,0.00070285,0.00061497,0.0009014,0.19674,0.57995,0.1503,0.19916,0.22742,0.57128,-2.5,3.0,0.04,single,3.0
2.8873,1.0,0.4878,0.27162,6.8468e-07,1.7817e-08,0.0019531,0.0006239,0.0058475,0.00043668,0.49082,0.37612,4.6418e-05,0.00013601,0.0005661,0.26544,0.79195,1.0412,0.3402,0.0047687,0.0014474,0.017197,0.0028218,0.0021479,0.0043071,0.0079347,0.18632,0.54925,0.10652,0.13972,0.35695,0.89665,-2.0,3.0,0.04,single,3.0
2.8852,1.0,0.4976,0.2777,1.4927e-06,3.6392e-08,0.0017136,0.00054739,0.0035403,0.00026465,0.54093,0.41762,0.00017328,0.00050798,0.0014188,0.55625,1.6596,1.8317,0.57991,0.014221,0.0043164,0.0074379,0.0067097,0.0052857,0.013075,0.031198,0.12407,0.36573,0.059889,0.07822,0.44569,1.1195,-1.5,3.0,0.04,single,3.0
2.8953,1.0,0.51776,0.28936,3.7045e-06,8.6453e-08,0.002355,0.00075229,0.0030021,0.00022807,0.52163,0.40827,0.00060407,0.0017693,0.0036251,1.0359,3.0908,2.5079,0.76769,0.042847,0.013005,0.0032052,0.015467,0.012444,0.034912,0.089827,0.077399,0.22816,0.037014,0.047798,0.5115,1.2849,-1.0,3.0,0.04,single,3.0
2.9229,1.0,0.55296,0.30752,9.7949e-06,2.1908e-07,0.0027681,0.00088426,0.0027627,0.0002095,0.42268,0.33464,0.0018688,0.0054591,0.0089601,1.7505,5.2227,2.9109,0.8693,0.10934,0.033186,0.0018479,0.032449,0.027008,0.093835,0.25016,0.052727,0.15543,0.027439,0.034974,0.54949,1.3803,-0.5,3.0,0.04,single,3.0
2.8111,1.0,0.47365,0.26208,9.6591e-05,9.778e-06,0.028806,0.009202,0.013077,0.0012748,0.37392,0.55383,2.5201e-05,7.38e-05,7.397e-05,0.0026148,0.0078013,0.0014013,0.0023877,0.0041342,0.0012548,0.08402,0.0077335,0.0055273,3.8703e-07,2.3728e-07,0.068458,0.2018,0.16756,0.11697,0.012636,0.031742,-4.0,1.0,0.001,single,5.0
2.8021,1.0,0.47431,0.26223,0.00013552,1.3604e-05,0.015171,0.0048462,0.0058218,0.00056781,0.50214,0.74259,0.00037699,0.001104,0.00090943,0.024613,0.073435,0.010528,0.017735,0.013529,0.0041064,0.061238,0.030746,0.021833,1.4541e-05,9.3048e-06,0.075502,0.22256,0.12976,0.09086,0.027071,0.068,-3.5,1.0,0.001,single,5.0
2.7923,1.0,0.47494,0.26248,0.00017265,1.5614e-05,0.0082544,0.0026368,0.0028891,0.00028188,0.52809,0.78034,0.0029532,0.0086484,0.0060429,0.13107,0.39106,0.046688,0.077897,0.034212,0.010384,0.042655,0.085537,0.06018,0.00027601,0.00018676,0.064978,0.19154,0.088683,0.062229,0.044011,0.11055,-3.0,1.0,0.001,single,5.0
2.7833,1.0,0.47547,0.26311,0.00021645,1.7069e-05,0.0050979,0.0016285,0.0017101,0.00016694,0.43222,0.63858,0.0087953,0.025757,0.016075,0.30018,0.8956,0.094731,0.15697,0.059811,0.018154,0.030333,0.15994,0.11083,0.0021646,0.0016098,0.047998,0.14149,0.06069,0.042638,0.056538,0.14202,-2.5,1.0,0.001,single,5.0
2.7756,1.0,0.47585,0.26361,0.00026801,1.8329e-05,0.003533,0.0011286,0.0011502,0.00011236,0.34511,0.50989,0.014881,0.04358,0.02545,0.43505,1.298,0.12793,0.21081,0.081167,0.024636,0.023006,0.22989,0.15634,0.007045,0.0063182,0.036824,0.10855,0.044443,0.031247,0.06374,0.16011,-2.0,1.0,0.001,single,5.0
2.7697,1.0,0.47613,0.264,0.00032763,1.9548e-05,0.0025758,0.00082283,0.00082135,8.0287e-05,0.28004,0.41371,0.020199,0.059154,0.033207,0.53745,1.6035,0.15113,0.24788,0.097995,0.029743,0.018038,0.2897,0.19364,0.01358,0.012453,0.029074,0.085703,0.033866,0.023827,0.067579,0.16976,-1.5,1.0,0.001,single,5.0
2.7645,1.0,0.47635,0.26431,0.00039777,2.0845e-05,0.0019152,0.00061181,0.00060342,5.9037e-05,0.22515,0.33256,0.025182,0.073745,0.040214,0.62456,1.8634,0.16967,0.27707,0.11253,0.034155,0.01417,0.34386,0.22696,0.022374,0.01906,0.022867,0.067407,0.025995,0.018301,0.069566,0.17474,-1.0,1.0,0.001,single,5.0
2.7594,1.0,0.47657,0.26463,0.00048281,2.2346e-05,0.0014476,0.00046242,0.00045504,4.4566e-05,0.17672,0.26095,0.030188,0.088407,0.046996,0.70358,2.0992,0.18536,0.30129,0.12596,0.038231,0.010985,0.39614,0.2594,0.03339,0.026716,0.017643,0.052007,0.019811,0.013955,0.070241,0.17644,-0.5,1.0,0.001,single,5.0
2.811,1.0,0.47368,0.26207,9.4017e-05,9.5019e-06,0.028136,0.0089878,0.012263,0.0011924,0.38027,0.5518,2.6224e-05,7.6798e-05,7.6845e-05,0.0027073,0.0080775,0.0014714,0.0022958,0.0042365,0.0012858,0.051789,0.008121,0.0055516,4.0921e-07,2.5106e-07,0.068071,0.20066,0.16444,0.11711,0.012865,0.032317,-4.0,1.5,0.001,single,5.0
2.8016,1.0,0.47437,0.26221,0.00013551,1.3541e-05,0.014094,0.0045024,0.005109,0.00049689,0.51572,0.74675,0.00041769,0.0012232,0.0010034,0.026968,0.08046,0.011653,0.017946,0.014437,0.0043818,0.03552,0.033529,0.022822,1.6712e-05,1.0725e-05,0.075127,0.22146,0.12486,0.089309,0.02823,0.070911,-3.5,1.5,0.001,single,5.0
2.7904,1.0,0.47507,0.26251,0.00017736,1.5695e-05,0.0067158,0.0021453,0.002182,0.00021223,0.53218,0.76995,0.0036641,0.01073,0.0074178,0.15823,0.47208,0.056398,0.085994,0.039266,0.011918,0.02265,0.10013,0.067843,0.00037802,0.00025814,0.061636,0.18169,0.079098,0.056719,0.047533,0.1194,-3.0,1.5,0.001,single,5.0
2.779,1.0,0.4757,0.26329,0.00023367,1.7421e-05,0.003427,0.0010947,0.0010713,0.00010425,0.38484,0.55672,0.012076,0.035365,0.021553,0.38826,1.1584,0.12049,0.18229,0.073468,0.022299,0.013993,0.20243,0.13623,0.0034924,0.0027159,0.039257,0.11572,0.046708,0.03354,0.062631,0.15733,-2.5,1.5,0.001,single,5.0
2.769,1.0,0.47616,0.26398,0.00030791,1.9041e-05,0.0020793,0.00066422,0.00064227,6.2563e-05,0.26212,0.37925,0.021273,0.0623,0.035067,0.56773,1.6939,0.16164,0.24294,0.1022,0.031021,0.0093241,0.30309,0.20208,0.011004,0.0099476,0.025843,0.07618,0.029597,0.021268,0.070245,0.17645,-2.0,1.5,0.001,single,5.0
2.7616,1.0,0.47651,0.26456,0.00040026,2.0764e-05,0.0014448,0.00046154,0.0004468,4.3568e-05,0.18916,0.27373,0.028608,0.08378,0.045029,0.68402,2.0408,0.18506,0.27634,0.12211,0.037062,0.006725,0.38119,0.25175,0.02264,0.018654,0.018421,0.054303,0.02056,0.014779,0.071951,0.18074,-1.5,1.5,0.001,single,5.0
2.7554,1.0,0.4768,0.26498,0.00051374,2.2812e-05,0.0010873,0.00034732,0.00033897,3.3093e-05,0.1394,0.20172,0.034677,0.10155,0.052949,0.76934,2.2954,0.20093,0.2977,0.13708,0.041606,0.0049807,0.44315,0.29048,0.039035,0.029727,0.013454,0.03966,0.01495,0.010749,0.070574,0.17728,-1.0,1.5,0.001,single,5.0
